Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
mairitacedeno,,,22,0.085972,0.102624,0,7,0,1,1
carlosjav6,,,1,1,1,0,27,0,2,2
VictorH30562720,,,15,0.146029,0.187691,0,4,0,6,6
Crisadan66,,,21,0.104951,0.13662,0,181,0,1,1
PRodas80,,,1,1,1,0,27,0,1,1
ktybenitez14,,,1,1,1,0,4,0,1,1
MRAMejia,,,5,0.30137,0.390909,0,4,0,3,3
andreiina_jh,,,14,0.154106,0.185336,0,4,0,1,1
fa13new,,,1,1,1,0,4,0,1,1
gusandresip,,,1,1,1,0,271,0,3,3
therealguafle,,,0,0,0,0,271,1,0,1
enanoeh,,,0,0,0,0,271,2,0,2
Abbytha27,,,1,1,1,0,181,0,1,1
MigueRodriPaz,,,19,0.114934,0.154581,0,112,0,1,1
jjtorrese,,,1,1,1,0,4,0,1,1
MajitoRuizR,,,1,1,1,0,4,0,1,1
psclfhernando,,,1,1,1,0,9,0,1,1
mmingag,,,2,0.75,0.833333,0,26,0,2,2
FantasistaEl,,,1,1,1,0,27,0,1,1
AlexTipanguano,,,2,0.75,0.833333,0,112,0,2,2
redingustavo,,,18,0.123124,0.167484,0,3,0,7,7
carloscantos13,,,17,0.117344,0.137631,0,112,0,1,1
marcialiliana,,,1,1,1,0,4,0,1,1
EdyRodriguez83,,,15,0.141088,0.170417,0,4,0,2,2
Carlos68730160,,,1,1,1,0,4,0,1,1
OlmedoValencia6,,,14,0.156449,0.192596,0,4,0,3,3
UnidadRC,,,17,0.130631,0.165556,0,4,0,2,2
luis_rene8,,,19,0.09225,0.112635,0,176,0,2,2
rommynavarro777,,,17,0.133557,0.172071,0,4,0,3,3
elipodpod,,,1,1,1,0,181,0,1,1
yeff_aqm,,,17,0.129757,0.16319,0,181,0,2,2
pguerra1508,,,14,0.164405,0.217046,0,4,0,8,8
Yuber_95,,,14,0.154106,0.185336,0,4,0,1,1
jorgevg77,,,2,0.75,0.833333,0,26,0,2,2
dormaza,,,1,1,1,0,9,0,1,1
NandaVeraR,,,3,0.5,0.555556,0,4,0,2,2
Rusherahgase,,,14,0.150305,0.190489,0,7,0,5,5
luadponc,,,2,0.8,0.875,0,181,0,3,3
faas_02,,,0,0,0,0,181,1,0,1
tipan_gonzalo,,,2,0.714286,0.8,0,4,0,3,3
nesaalvarado,,,2,0.666667,0.75,0,9,0,2,2
AlmiraDiego1,,,18,0.101286,0.126614,0,176,0,1,1
AleAyala_19,,,1,1,1,0,181,0,1,1
kevinomeji,,,20,0.108204,0.143734,0,27,0,2,2
Akronos711,,,2,0.666667,0.75,0,3,0,1,1
camiloespinosar,,,3,0.5,0.611111,0,112,0,1,1
clauzj,,,2,0.6,0.666667,0,181,0,1,1
Micaela91658237,,,13,0.17738,0.248726,0,7,0,25,25
CesarAlomoto,,,0,0,0,0,7,3,0,3
dianamdo55,,,20,0.108673,0.153042,0,7,0,9,9
EscobarRuperti,,,16,0.121224,0.142593,0,4,0,1,1
_jorgeluisg,,,1,1,1,0,181,0,1,1
robmon71,,,14,0.157375,0.199336,0,4,0,6,6
Samirmarph,,,1,1,1,0,112,0,1,1
juankl77,,,20,0.107383,0.14219,0,9,0,3,3
tuytuno,,,1,1,1,0,9,0,2,2
ealvaradoc,,,17,0.136471,0.183638,0,4,0,6,6
c3_casas,,,2,0.75,0.833333,0,29,0,2,2
WilliamAlexisC_,,,20,0.108053,0.142396,0,181,0,1,1
arlhhot,,,1,1,1,0,9,0,1,1
Irondie,,,22,0.085972,0.102624,0,7,0,1,1
SantiagoAGarcia,,,21,0.105187,0.139037,0,181,0,2,2
Nancy_Violeta21,,,5,0.289474,0.356818,0,4,0,2,2
RoverRedemption,,,20,0.108053,0.142396,0,181,0,1,1
JulioGo60452362,,,20,0.108053,0.142396,0,181,0,1,1
DomiiMaldonado,,,22,0.086095,0.104028,0,7,0,2,2
emiaguirre116,,,2,0.625,0.7,0,7,0,2,2
marlon89236184,,,1,1,1,0,4,0,1,1
bocanadaloop,,,13,0.169357,0.214992,640,181,1,5,6
Alexdavid_alta,,,16,0.119008,0.142493,0,4,0,2,2
joaoborbor,,,3,0.5,0.583333,0,181,0,1,1
XimenaM94550579,,,2,0.75,0.833333,0,7,0,2,2
mitebertoni_bsc,,,14,0.169548,0.213315,0,181,0,5,5
galolara_1,,,0,0,0,0,181,1,0,1
PaulSotomayor8,,,3,0.5,0.611111,0,4,0,2,2
EfrnBuenaventu1,,,2,0.666667,0.75,0,181,0,1,1
AnitaRuizC1,,,1,1,1,0,4,0,1,1
farinango_lizz,,,2,0.75,0.833333,0,26,0,2,2
javirold,,,1,1,1,0,181,0,1,1
xyngbloodx,,,20,0.107245,0.141669,0,7,0,3,3
ChrysPes,,,5,0.319149,0.38,0,121,0,1,1
LeoTroy4,,,15,0.160746,0.209237,0,3,0,3,3
min_claraa,,,3,0.433333,0.5,0,181,0,2,2
Karla51571082,,,16,0.124804,0.154584,0,4,0,5,5
alava_86,,,21,0.104951,0.13662,0,181,0,1,1
drapetomano,,,3,0.48,0.513889,0,4,0,1,1
CathyLopezM,,,5,0.289474,0.356818,0,4,0,2,2
alejoGuevara1,,,1,1,1,0,4,0,1,1
jvmazza1979,,,1,1,1,0,4,0,1,1
DanielFT79,,,2,0.6,0.666667,0,29,0,1,1
leninsalas_86,,,1,1,1,0,9,0,1,1
GalakGalarza,,,2,0.666667,0.75,0,181,0,1,1
machuca_marlon,,,1,1,1,0,219,0,1,1
lapazguillen,,,0,0,0,0,219,1,0,1
JimmCoronado,,,14,0.154255,0.187426,0,4,0,3,3
edusop2008,,,3,0.518519,0.583333,0,112,0,3,3
ddmendozac,,,1,1,1,0,7,0,1,1
Stef_aniia,,,1,1,1,0,4,0,1,1
Carlosherrera_p,,,1,1,1,0,4,0,1,1
Davisbond1988,,,1,1,1,0,181,0,1,1
Natazurita,,,1,1,1,0,181,0,2,2
dunquer25,,,1,1,1,0,4,0,1,1
JCMaldonadoGYE,,,22,0.08634,0.105674,0,137,0,2,2
johnreyesneira,,,2,0.6,0.666667,0,29,0,1,1
LincolnLCD,,,4,0.397059,0.487654,0,4,0,5,5
abvalverdeh,,,17,0.130631,0.169715,0,9,0,2,2
XimenaNoboa,,,23,0.07966,0.098957,0,7,0,5,5
XhristianQ,,,14,0.158391,0.199013,0,4,0,2,2
evezartea,,,1,1,1,0,181,0,1,1
FaMe86,,,2,0.666667,0.75,0,181,0,1,1
jotazebas,,,1,1,1,0,9,0,1,1
niamoar,,,20,0.106814,0.136862,0,7,0,1,1
Maria_Blessing,,,4,0.342105,0.384615,0,26,0,1,1
josselinexmc,,,1,1,1,0,181,0,1,1
LuisFernando_cj,,,1,1,1,0,220,0,1,1
cristinalopezo_,,,0,0,0,0,220,1,0,1
gabi_zambrano,,,3,0.5,0.555556,0,4,0,2,2
melaniepalmaz,,,1,1,1,0,181,0,1,1
carlixmontalvo,,,1,1,1,0,137,0,1,1
de_urco,,,1,1,1,0,9,0,1,1
ely_vivanco,,,1,1,1,0,27,0,1,1
AndreDFonollosa,,,0,0,0,0,7,1,0,1
ktomsich12,,,14,0.164264,0.214018,0,4,0,3,3
Mayradesaenz,,,1,1,1,0,181,0,1,1
guillermofarez,,,14,0.154106,0.185336,0,4,0,1,1
NGuilleGarcia,,,19,0.11769,0.160355,0,7,0,4,4
MaraEug99362909,,,2,0.75,0.833333,0,4,0,2,2
valesanaguila,,,1,1,1,0,7,0,1,1
dani_ochoa5,,,3,0.5,0.583333,0,181,0,1,1
Patrici65560165,,,1,1,1,0,4,0,1,1
JulianSanisaca,,,1,1,1,0,4,0,1,1
gabyepb,,,1,1,1,0,181,0,1,1
chiligualla,,,15,0.14526,0.180444,0,4,0,4,4
lizi_ernest,,,21,0.096681,0.118715,0,7,0,1,1
DieguinArroyo,,,2,0.6,0.666667,0,4,0,1,1
negrit427,,,20,0.106939,0.137933,0,7,0,1,1
jenni_1827,,,2,0.666667,0.75,0,181,0,1,1
CotopaxiEnBici,,,1,1,1,0,9,0,2,2
KarlaGarcia1206,,,0,0,0,0,9,1,0,1
Catif13,,,20,0.10809,0.143438,1,181,1,2,3
CounselBrok,,,1,1,1,0,221,0,1,1
pabcevallos,,,0,0,0,0,221,3,0,3
AbLuisFernandez,,,22,0.086293,0.107832,0,56,0,5,5
annabellis20,,,1,1,1,0,2,0,1,1
LisVa19276068,,,1,1,1,0,4,0,1,1
M91Alicia,,,1,1,1,0,4,0,1,1
sicboy_viera,,,1,1,1,0,181,0,2,2
SelimF007,,,1,1,1,0,4,0,3,3
tanielilopez,,,3,0.5,0.611111,0,112,0,1,1
yury_andres2509,,,3,0.5,0.555556,0,4,0,2,2
DayannaNaranjo8,,,1,1,1,0,112,0,1,1
fabriziogb,,,3,0.48,0.513889,0,4,0,1,1
zcarlaandrea,,,3,0.6,0.722222,0,181,0,3,3
freire_mariela,,,1,1,1,0,27,0,1,1
efrain_3azul,,,14,0.154106,0.185336,0,4,0,1,1
_fred58,,,1,1,1,8,121,1,1,2
ChinoColoma,,,17,0.117344,0.137631,0,112,0,1,1
anglkno,,,2,0.666667,0.75,0,181,0,1,1
mashi_nico,,,1,1,1,0,7,0,1,1
carlosarcemino,,,1,1,1,0,4,0,1,1
nicolasgb_,,,17,0.106589,0.12462,0,2,0,3,3
patriciavimos,,,1,1,1,0,112,0,1,1
DayaNor_,,,1,1,1,0,56,0,1,1
luzardojonathan,,,1,1,1,0,4,0,1,1
AleSofi05,,,20,0.105315,0.132545,0,7,0,1,1
MaferIdrobo,,,1,1,1,0,7,0,3,3
jonathanMlusho,,,0,0,0,0,7,1,0,1
PabloRuizAguirr,,,0,0,0,0,7,3,0,3
LuisFerCabrera,,,20,0.106939,0.137472,0,4,0,1,1
fjmunive,,,1,1,1,0,26,0,3,3
Jcsanz75,,,1,1,1,0,181,0,1,1
PulSanchez,,,22,0.085899,0.102052,0,181,0,2,2
PabloCoronelG,,,2,0.666667,0.75,0,181,0,1,1
anxelitotc,,,21,0.096605,0.119788,0,181,0,1,1
mariaordofer,,,16,0.148513,0.187076,0,2,0,3,3
JENNYOR38129291,,,14,0.172947,0.23775,0,4,0,16,16
YongIngrid,,,1,1,1,0,112,0,1,1
cami_ullauri,,,2,0.6,0.666667,0,7,0,1,1
DomingoPaniag14,,,1,1,1,0,112,0,1,1
chiquibelencita,,,16,0.155134,0.208985,0,181,0,14,14
DLliguicota,,,1,1,1,0,121,1,1,2
bromerov,,,0,0,0,0,181,1,0,1
JhonBryantEC,,,0,0,0,0,27,2,0,2
petermoon_ec,,,0,0,0,0,29,4,0,4
Saraespinosa18,,,21,0.096605,0.119788,0,181,0,1,1
BelenSuasnavasF,,,22,0.086146,0.105389,0,27,0,3,3
merc2097,,,21,0.104951,0.13662,0,181,0,1,1
jeffsolorzano25,,,17,0.117344,0.137631,0,112,0,1,1
ChrisDoylet,,,1,1,1,0,4,0,1,1
Miguel_Fere,,,1,1,1,0,4,0,1,1
fabiancdry,,,1,1,1,2.366667,181,1,1,2
elJimmychavez,,,17,0.1065,0.122586,0,4,0,1,1
GeoStat_DG,,,3,0.48,0.513889,0,4,0,1,1
gordi_chubby,,,18,0.101286,0.126614,0,176,0,1,1
jesusvasquezm_,,,1,1,1,0,222,0,1,1
mariaeduardavm_,,,0,0,0,0,222,1,0,1
alcatrazec1,,,16,0.121431,0.145362,0,26,0,3,3
Jose28160760,,,1,1,1,0,4,0,1,1
HariLudena,,,1,1,1,0,112,0,1,1
pacoram0764,,,1,1,1,0,4,0,1,1
CarlosVanDamX,,,1,1,1,0,7,0,1,1
Bel_23santos,,,1,1,1,0,181,0,1,1
PaUliNnArObali,,,2,0.666667,0.75,0,181,0,1,1
AndresAmaguana,,,21,0.094045,0.117414,0,9,0,3,3
PauliCastiillo,,,2,0.6,0.666667,0,181,0,1,1
CarlinaIvonne,,,19,0.119767,0.170162,0,9,0,3,3
mariorosadoal,,,14,0.166016,0.224167,0,4,0,7,7
_pepo_,,,1,1,1,0,4,0,1,1
oopslouhiharry,,,20,0.106939,0.137933,0,7,0,1,1
galito_lopez,,,16,0.119336,0.144651,0,9,0,3,3
edravies,,,14,0.154106,0.185336,0,4,0,1,1
DiegoTa00182486,,,1,1,1,0,4,0,1,1
AlexCastroPz,,,3,0.5,0.611111,0,112,0,1,1
blanquigarzonh1,,,1,1,1,0,4,0,1,1
AntonioCR1974,,,1,1,1,0,4,0,1,1
Ynther_c,,,1,1,1,0,181,0,1,1
Krissi65384261,,,20,0.108919,0.153771,0,7,0,11,11
pedrofloresJ,,,0,0,0,0,7,1,0,1
HildaAbarca4,,,1,1,1,0,223,0,1,1
cesar_robledo32,,,0,0,0,0,223,4,0,4
JorgeluisRamo15,,,3,0.48,0.513889,0,4,0,1,1
Purachilena,,,1,1,1,0,4,0,1,1
rebbbcc,,,20,0.106957,0.137892,0,7,0,1,1
yomismosigo,,,2,0.666667,0.75,0,7,0,1,1
SammiLoaizaBlb,,,1,1,1,0,181,0,1,1
DevitaDobleD,,,1,1,1,0,4,0,1,1
Miguelbarrezuet,,,17,0.117344,0.137631,0,112,0,1,1
IsidroRomeroC_,,,0,0,0,0,9,1,0,1
ximebch,,,1,1,1,0,7,0,1,1
mezs17,,,1,1,1,0,4,0,1,1
Gallardotiatro,,,3,0.5,0.555556,0,4,0,2,2
Dostoievski1966,,,1,1,1,0,4,0,1,1
pintuflash1,,,17,0.10754,0.131761,10.5,4,1,6,7
erickramirezr18,,,20,0.108181,0.143996,0,181,0,2,2
danipatinob,,,20,0.107107,0.139241,0,7,0,2,2
jerryfrias,,,1,1,1,0,181,0,1,1
JesusGarcaBerm1,,,14,0.154181,0.186381,0,4,0,2,2
ivanreinacruz,,,21,0.093962,0.117736,0,3,0,3,3
XavierC7azul,,,1,1,1,0,4,0,2,2
majofernandz,,,3,0.48,0.513889,0,4,0,1,1
carmenhelena_as,,,14,0.148649,0.183714,0,4,0,3,3
rokoto_feo,,,14,0.158391,0.199013,0,4,0,2,2
papovega,,,3,0.5,0.555556,0,4,0,2,2
BuddiLi,,,3,0.571429,0.666667,0,4,0,6,6
elpokerjak,,,1,1,1,0,4,0,1,1
RossyOrellanaR,,,3,0.52,0.564103,0,7,0,2,2
rbeltranr,,,2,0.6,0.666667,0,181,0,1,1
jeoponcec,,,14,0.154106,0.185336,0,4,0,1,1
KhalifeAdoum,,,4,0.384615,0.483333,0,181,0,1,1
MLibreec,,,17,0.111698,0.13018,0,29,0,2,2
MaldonadoYepez,,,20,0.108227,0.144458,0,4,0,3,3
darkvader2015,,,4,0.361111,0.480769,0,181,0,3,3
valeriachlan,,,20,0.105367,0.133721,0,7,0,2,2
DiegoOchoaMz,,,17,0.13133,0.175227,0,3,0,4,4
AlexisMallaG,,,3,0.48,0.513889,0,4,0,1,1
JhonnyRipG,,,20,0.115317,0.157116,0,181,0,5,5
cielo_frere,,,2,0.666667,0.75,0,181,0,1,1
CristianV_BSC,,,2,0.75,0.833333,0,26,0,2,2
cuche_r,,,1,1,1,0,4,0,2,2
LizAlvarado123,,,1,1,1,0,181,0,1,1
pepoplaza,,,22,0.089002,0.10992,0,181,0,2,2
LauraJPaz10,,,14,0.164355,0.22065,0,4,0,10,10
Janethvallejo_,,,0,0,0,0,4,1,0,1
Infinitum01,,,13,0.165887,0.205687,0,26,0,3,3
MarcoAlbuja,,,2,0.75,0.833333,0,26,0,2,2
FM10513,,,17,0.134154,0.185318,0,9,0,11,11
MikeTulka,,,14,0.149275,0.183699,0,7,0,2,2
mabimena,,,2,0.75,0.833333,0,26,0,2,2
washing93439848,,,2,0.75,0.833333,0,4,0,2,2
vil_2011,,,14,0.155512,0.193288,0,4,0,5,5
JosDario2,,,0,0,0,0,4,1,0,1
Carjocosa,,,1,1,1,0,26,0,3,3
AugustoPazminoP,,,5,0.366667,0.478788,0,4,0,5,5
8819pq,,,15,0.141057,0.169634,0,4,0,1,1
chris90BSC,,,2,0.666667,0.75,0,181,0,1,1
Pedroo_amr,,,18,0.117539,0.146809,0,181,0,2,2
jonny_samaniego,,,14,0.159221,0.201934,0,4,0,4,4
tituania,,,16,0.142571,0.200444,0,9,0,12,12
PonceJepson,,,1,1,1,0,4,0,1,1
LuisInt49758290,,,5,0.34375,0.42197,0,4,0,3,3
RocioCunalata,,,17,0.130952,0.170519,0,4,0,6,6
pablo_cando,,,1,1,1,0,112,0,1,1
IvanSegarraS,,,1,1,1,0,4,0,1,1
cristinamolinag,,,18,0.117712,0.145988,0,4,0,3,3
AnaisICC,,,3,0.48,0.513889,0,4,0,1,1
PaulinhoAlbo25,,,3,0.535714,0.611111,0,181,0,4,4
israbenj,,,3,0.409091,0.462963,0,181,0,1,1
Deyker_lpez29,,,1,1,1,0,4,0,1,1
IgnacioPrez4,,,2,0.666667,0.75,0,181,0,1,1
CesarVillamarEc,,,17,0.11308,0.141936,0,4,0,3,3
CamilaEspinozaa,,,19,0.124976,0.177534,0,7,0,6,6
di_eliza1106,,,1,1,1,0,7,0,1,1
anahibonilla,,,1,1,1,0,7,0,1,1
TadeoHidalgoM,,,1,1,1,0,4,0,1,1
ChrixMendoG,,,1,1,1,0,181,0,1,1
ftparra,,,1,1,1,0,181,0,1,1
johnnymanrique,,,0,0,0,0,181,3,0,3
DoritaMestanza,,,22,0.086316,0.108216,0,2,0,5,5
brrgrm,,,20,0.106939,0.137933,0,7,0,1,1
Alvaro71173496,,,1,1,1,0,4,0,1,1
nespinozadlt,,,20,0.107365,0.139805,0,7,0,2,2
PrisIvette,,,0,0,0,0,7,1,0,1
andykrmona,,,20,0.108053,0.142396,0,181,0,1,1
GaboVelasquez77,,,17,0.131982,0.174014,0,4,0,8,8
BellkisCedeno,,,4,0.351351,0.397436,0,4,0,1,1
julio_granate,,,18,0.118081,0.157977,0,3,0,4,4
estebanfelip7,,,1,1,1,0,7,0,1,1
santiagoneirar,,,20,0.103566,0.136434,0,3,0,6,6
AlexFiallosB,,,4,0.342105,0.384615,0,26,0,1,1
MiguelOn80,,,2,0.666667,0.75,0,181,0,1,1
itts__amy,,,1,1,1,0,4,0,1,1
AlexLeoJS,,,17,0.117344,0.137631,0,112,0,1,1
patorojassilva,,,2,0.75,0.833333,0,26,0,2,2
PabloME19,,,5,0.30137,0.390909,0,4,0,3,3
erijaguilar,,,23,0.079395,0.09523,657,3,4,3,7
CarlosBaldaT,,,22,0.085822,0.101898,1917.541667,3,3,2,5
LeoMorillo543,,,20,0.108053,0.142396,0,181,0,1,1
santiagoafk,,,18,0.116524,0.142185,0,2,0,2,2
dalili88,,,3,0.48,0.513889,0,4,0,1,1
cyntia_moya,,,15,0.145297,0.180936,0,4,0,4,4
CalleNardo,,,1,1,1,0,7,0,1,1
marianapaezb,,,17,0.13106,0.169292,0,4,0,3,3
alberto3026,,,4,0.4,0.489583,0,4,0,3,3
robertocarrionj,,,1,1,1,0,181,0,2,2
ElFerRamirezG,,,2,0.75,0.833333,3,26,1,2,3
AbmrubioAmor,,,13,0.172432,0.230871,0,4,0,14,14
AndariegoEdgar,,,3,0.56,0.654762,0,4,0,5,5
JudithTaffur,,,14,0.164183,0.221769,0,4,0,12,12
huanin_alex,,,17,0.117886,0.142057,0,56,0,4,4
babadmerchan,,,0,0,0,0,56,3,0,3
jessikpesantezb,,,20,0.103286,0.130901,0,9,0,1,1
AngelPinargot23,,,3,0.48,0.513889,0,4,0,1,1
eripao15,,,3,0.571429,0.708333,0,112,0,2,2
BernardoSotoma2,,,18,0.101286,0.126614,0,176,0,1,1
macksquiroz,,,1,1,1,0,4,0,2,2
ErickSE,,,22,0.086181,0.104109,0,27,0,2,2
tamimayta,,,14,0.15847,0.199553,0,7,0,4,4
RoxanaRolandoRC,,,17,0.10757,0.137221,0,4,0,9,9
LuisAyala90,,,1,1,1,0,4,0,1,1
carolmunozc,,,2,0.666667,0.75,0,181,0,2,2
IdrisArteagap,,,1,1,1,0,4,0,1,1
patrici73144090,,,20,0.109453,0.153785,0,4,0,7,7
gisse_stefania1,,,20,0.109758,0.140954,0,181,0,4,4
JulioTe49990889,,,1,1,1,0,4,0,1,1
AdVil1581,,,14,0.154106,0.185336,0,4,0,1,1
phdenmonologos,,,1,1,1,0,4,0,1,1
Isra_6969,,,21,0.096605,0.119788,0,181,0,1,1
FEDDSYDR,,,20,0.107227,0.142479,0,7,0,4,4
ZoilaAMenendezV,,,0,0,0,0,7,3,0,3
msLeslie_CR,,,19,0.116466,0.151615,0,7,0,1,1
alvarolayedra,,,23,0.082079,0.10268,0,56,0,2,2
milenaams15,,,1,1,1,0,181,0,3,3
karenlisethsq,,,1,1,1,0,112,0,2,2
revolucion_593,,,14,0.148579,0.182669,0,4,0,2,2
RenatoDvila4,,,21,0.099754,0.126632,0,2,0,1,1
theorangemartin,,,14,0.167366,0.226921,0,4,0,13,13
El_Analista87,,,20,0.108053,0.142396,0,181,0,1,1
anibalvv1982,,,20,0.107659,0.14228,0,181,0,2,2
Descomunal593,,,20,0.106939,0.137933,0,7,0,1,1
anabel_cascabel,,,2,0.75,0.833333,0,26,0,2,2
javier_9112,,,1,1,1,0,4,0,3,3
AlejoFajardoV,,,19,0.101606,0.122392,639,2,1,4,5
EveliaGuzmn2,,,18,0.101286,0.126614,0,176,0,1,1
Nataly_1994,,,1,1,1,0,4,0,2,2
maggucha,,,20,0.108053,0.142396,0,181,0,1,1
Fer_Jurado,,,20,0.106964,0.138213,0,7,0,2,2
AmandaHidalgoA,,,0,0,0,0,7,1,0,1
Anthonyelgenio,,,1,1,1,0,181,0,1,1
angel9m81,,,20,0.106993,0.139056,0,7,0,2,2
ivanflorestorr1,,,4,0.382353,0.455128,0,7,0,2,2
salvafernand,,,2,0.75,0.833333,0,29,0,2,2
rosesun24,,,19,0.129291,0.173237,0,7,0,3,3
lilibeth_fs,,,21,0.097249,0.129928,0,121,0,5,5
castle_of_light,,,19,0.118433,0.168857,0,7,0,7,7
elJulioRuiz,,,2,0.666667,0.75,0,3,0,1,1
Lucydiamantina,,,1,1,1,0,27,0,1,1
c4rlosviteri,,,1,1,1,0,4,0,1,1
karenlemav,,,2,0.833333,0.9,0,181,0,4,4
nathestqa,,,16,0.135764,0.180268,0,3,0,10,10
YUPEMO,,,0,0,0,0,3,2,0,2
SuerodlaVerdad1,,,0,0,0,0,3,2,0,2
RositaM79804608,,,16,0.119642,0.147056,28,2,3,5,8
HumboltdM,,,14,0.154367,0.188079,0,4,0,3,3
RecaldeRecalde4,,,19,0.115038,0.156618,0,112,0,3,3
KleverZhinin,,,1,1,1,0,4,0,1,1
MARCOPOLOEC2021,,,2,0.75,0.833333,0,3,0,2,2
tebanfa,,,1,1,1,0,4,0,1,1
lycanprins,,,1,1,1,0,181,0,2,2
el_luchobv,,,2,0.75,0.833333,0,181,0,2,2
davidalf11,,,2,0.75,0.833333,0,181,0,2,2
Josem79,,,20,0.106868,0.138038,0,7,0,2,2
Francis83195247,,,15,0.129686,0.152099,0,29,0,2,2
EduardoPrimero6,,,2,0.75,0.833333,0,4,0,2,2
KatyMVargas,,,2,0.666667,0.75,0,181,0,1,1
EscbVane,,,1,1,1,0,181,0,1,1
ElGoldoec,,,1,1,1,0,224,0,1,1
DraMaJoseV,,,3,0.444444,0.541667,0,181,0,1,1
andresgarcia_y,,,21,0.104951,0.13662,0,181,0,1,1
Josjalil,,,16,0.117305,0.139621,0,181,0,4,4
ManucoChun,,,0,0,0,0,181,2,0,2
stalyn_robles,,,1,1,1,0,4,0,1,1
SulyxMoreira,,,1,1,1,0,4,0,1,1
hinojosapolo,,,15,0.141247,0.170933,0,225,0,2,2
shaby_ph,,,0,0,0,0,225,1,0,1
romerochn,,,2,0.666667,0.75,0,181,0,1,1
FlavioArosemena,,,15,0.130974,0.15709,0,29,0,3,3
hlvs593,,,18,0.117843,0.147634,0,4,0,4,4
Martharodasu,,,1,1,1,0,181,0,1,1
JoseJosem14,,,6,0.318841,0.404545,0,4,0,3,3
megarcia100,,,15,0.153365,0.198804,0,4,0,8,8
tayron_zamora,,,20,0.106814,0.136862,0,7,0,1,1
steven_herrer4,,,1,1,1,0,4,0,1,1
bianquirebeca,,,25,0.070865,0.086028,0,56,0,1,1
MASHINEGRITO,,,17,0.131185,0.166744,0,3,0,7,7
Kathequizhpe,,,1,1,1,0,4,0,1,1
DanielaYany2502,,,13,0.182832,0.234264,0,181,0,13,13
Frank_Yoza,,,1,1,1,0,7,0,2,2
marycarrion599,,,1,1,1,0,7,0,1,1
AnitaBln,,,1,1,1,0,27,0,1,1
dvbdavidvallejo,,,23,0.079304,0.092737,0,27,0,1,1
Juan19600Juan,,,1,1,1,0,4,0,1,1
feravila007,,,17,0.130631,0.169715,0,9,0,2,2
KleverPuentest5,,,2,0.666667,0.75,0,29,0,2,2
asolorzano16,,,20,0.106868,0.138038,0,7,0,2,2
carmenguerrero1,,,1,1,1,0,231,0,2,2
DennisTP25,,,0,0,0,0,231,1,0,1
katiegirlgye,,,20,0.108204,0.143734,0,181,0,2,2
israel_tutiven,,,1,1,1,0,4,0,1,1
marcodelacruzp,,,20,0.103599,0.133096,0,26,0,2,2
thyforsa,,,17,0.107944,0.137092,0,4,0,9,9
ElviaPaez6,,,1,1,1,0,176,0,1,1
Tuleou1,,,22,0.086602,0.110356,0,181,0,5,5
jAVi_Y,,,1,1,1,0,4,0,1,1
FlavioAyalaA,,,1,1,1,0,4,0,3,3
hollandftmorat,,,3,0.5,0.611111,0,181,0,1,1
byronflores22,,,16,0.121224,0.142593,0,4,0,1,1
AlcivarCastill1,,,2,0.714286,0.8,0,4,0,3,3
KAZZZZZ76,,,18,0.096682,0.110158,0,4,0,1,1
gabygonzalez_98,,,22,0.09548,0.120335,0,181,0,2,2
ETEDLL,,,21,0.105002,0.137765,0,181,0,2,2
monikcano,,,17,0.1375,0.185509,0,4,0,8,8
JoseValenciaEc,,,21,0.104951,0.13662,0,181,0,1,1
JanethBustos3,,,1,1,1,0.666667,4,1,2,3
gabrielCastro87,,,14,0.154106,0.185336,0,4,0,1,1
GiulianaJouvin,,,2,0.666667,0.75,0,181,0,2,2
willyguer,,,1,1,1,0,4,0,1,1
OscarLopez_Md,,,1,1,1,0,226,0,2,2
x_xxfasterx,,,0,0,0,0,226,1,0,1
andrecoboc1,,,1,1,1,0,7,0,1,1
Diegofeijoo13,,,5,0.346154,0.42963,0,181,0,1,1
EscobarECU,,,14,0.162011,0.211364,0,4,0,8,8
XavierDiLuca_,,,21,0.104951,0.13662,0,181,0,1,1
LeslieSayYeah,,,1,1,1,0,4,0,1,1
gabizambranoMD,,,15,0.130071,0.152219,0,26,0,1,1
GaA25,,,19,0.116466,0.151615,0,7,0,1,1
664charlie,,,3,0.555556,0.666667,0,181,0,2,2
bryanfrnk,,,1,1,1,0,56,0,1,1
josealcivar,,,22,0.086195,0.105,0,27,0,3,3
villalba_daniel,,,1,1,1,0,112,0,1,1
ruizmedgar,,,5,0.316456,0.434,0,4,0,5,5
cheoteo21,,,17,0.120534,0.152405,0,4,0,6,6
Migueaguilar70,,,1,1,1,1.5,181,1,3,4
johnstwar,,,0,0,0,0,4,1,0,1
meugegarces,,,16,0.141941,0.19065,0,9,0,7,7
naitoguerrero,,,20,0.115847,0.160924,0,181,0,5,5
vidalomar_21,,,17,0.131384,0.17015,0,4,0,4,4
Michael_Pmga,,,1,1,1,0,29,0,1,1
palomito666,,,16,0.143726,0.188064,0,4,0,6,6
ViviCalderonZ,,,21,0.100483,0.139066,0,2,0,5,5
lordonez60,,,17,0.130818,0.171622,0,9,0,3,3
Richard90282795,,,1,1,1,0,4,0,1,1
EdiGuerron,,,20,0.106939,0.137933,638,7,1,1,2
GiancarloBrav16,,,1,1,1,0,181,0,1,1
